2016-01-17 15:00:03,-20.8,3.2
2016-01-17 14:30:03,-20.9,3.2
2016-01-17 14:00:03,-20.6,3.6
2016-01-17 13:30:03,-20.4,3.4
2016-01-17 13:00:03,-20.1,3.8
2016-01-17 12:30:03,-19.6,4.1
2016-01-17 12:00:03,-19.3,3.8
2016-01-17 11:30:03,-19.3,4.1
2016-01-17 11:00:03,-19.1,4.5
2016-01-17 10:30:03,-19.1,4.1
2016-01-17 10:00:03,-19.1,4.6
2016-01-17 09:30:03,-19.1,4.9
2016-01-17 09:00:03,-19.1,4.7
2016-01-17 08:30:03,-19.6,4.9
2016-01-17 08:00:03,-19.7,5.2
2016-01-17 07:30:03,-19.4,5.5
2016-01-17 07:00:03,-19.0,5.4
2016-01-17 06:30:03,-18.4,5.5
2016-01-17 06:00:03,-18.1,5.9
2016-01-17 05:30:03,-17.2,6.1
2016-01-17 05:00:03,-16.8,6.4
2016-01-17 04:30:03,-16.4,6.4
2016-01-17 04:00:03,-15.8,6.4
2016-01-17 03:30:03,-15.4,6.4
2016-01-17 03:00:03,-15.2,6.6
2016-01-17 02:30:03,-14.2,6.9
2016-01-17 02:00:03,-13.9,7.1
2016-01-17 01:30:03,-13.2,7.2
2016-01-17 01:00:03,-13.1,7.4
2016-01-17 00:30:03,-12.4,7.5
2016-01-17 00:00:03,-11.4,7.6
2016-01-16 23:30:03,-10.8,7.6
2016-01-16 23:00:02,-10.2,7.6
2016-01-16 22:30:03,-9.3,7.6
2016-01-16 22:00:03,-8.9,7.6
2016-01-16 21:30:03,-8.3,7.6
2016-01-16 21:00:03,-7.8,7.6
2016-01-16 20:30:03,-7.1,7.5
2016-01-16 20:00:03,-6.6,7.4
2016-01-16 19:30:03,-6.2,7.2
2016-01-16 19:00:03,-5.7,7.2
2016-01-16 18:30:03,-5.2,7.0
2016-01-16 18:00:03,-4.2,6.9
2016-01-16 17:30:03,-4.3,6.8
2016-01-16 17:00:03,-4.3,6.7
2016-01-16 16:30:03,-4.6,6.7
2016-01-16 16:00:03,-4.7,6.6
2016-01-16 15:30:03,-4.9,6.7
2016-01-16 15:00:03,-5.1,6.6
2016-01-16 14:30:02,-5.2,6.7
2016-01-16 14:00:03,-5.2,6.6
2016-01-16 13:30:03,-5.0,6.7
2016-01-16 13:00:03,-5.2,6.6
2016-01-16 12:30:03,-5.3,6.7
2016-01-16 12:00:03,-5.3,6.5
2016-01-16 11:30:03,-5.5,6.1
2016-01-16 11:00:03,-5.5,5.9
2016-01-16 10:30:03,-5.8,5.9
2016-01-16 10:00:03,-6.4,5.9
2016-01-16 09:30:03,-6.8,6.0
2016-01-16 09:00:03,-6.9,6.1
2016-01-16 08:30:03,-7.1,6.1
2016-01-16 08:00:03,-7.1,6.1
2016-01-16 07:30:03,-7.4,5.9
2016-01-16 07:00:03,-7.3,5.6
2016-01-16 06:30:03,-7.1,5.5
2016-01-16 06:00:03,-7.2,5.6
2016-01-16 05:30:02,-7.2,5.8
2016-01-16 05:00:03,-7.2,5.9
2016-01-16 04:30:03,-7.3,5.8
2016-01-16 04:00:03,-7.5,5.4
2016-01-16 03:30:03,-7.5,5.3
2016-01-16 03:00:03,-7.5,5.4
2016-01-16 02:30:03,-7.6,5.5
2016-01-16 02:00:03,-7.9,5.6
2016-01-16 01:30:03,-8.4,5.4
2016-01-16 01:00:03,-8.9,5.1
2016-01-16 00:30:03,-9.1,5.1
2016-01-16 00:00:03,-9.1,5.2
2016-01-15 23:30:03,-9.4,5.3
2016-01-15 23:00:02,-9.6,5.4
2016-01-15 22:30:03,-9.8,4.9
2016-01-15 22:00:03,-9.8,5.0
2016-01-15 21:30:03,-9.9,5.2
2016-01-15 21:00:03,-10.4,5.2
2016-01-15 20:30:03,-10.6,5.1
2016-01-15 20:00:03,-10.8,4.8
2016-01-15 19:30:03,-11.1,5.1
2016-01-15 19:00:03,-11.4,5.2
2016-01-15 18:30:03,-11.8,5.4
2016-01-15 18:00:03,-12.0,5.0
2016-01-15 17:30:03,-12.2,5.2
2016-01-15 17:00:03,-12.6,5.4
2016-01-15 16:30:04,-12.6,5.6
2016-01-15 16:00:03,-12.6,5.7
